userName,content,score,at
Rain 957,please update ur coming soon chapter..im waiting 😔😔 pleaseeeee release it 🙂,4,2021-06-29 12:09:45
Maharani Tegar BB,"Bagus, tapi pengisian energinya udah nunggu lama tapi gak naik2",3,2021-06-29 01:17:22
irkutsk cartaphilus,ga ada kelanjutannya lagi padahal bagus,5,2021-06-28 16:39:40
Najmi Kurnia Ashri,"I really like it, the game looks and sounds realistic, the voice actor really have a good Germany (I guess) and some country accents that fit the game so well.",5,2021-06-28 07:42:38
Hayday 2020,Ini kenapa game nya tidak bisa di gerakin setelah dapat kunci.,1,2021-06-28 07:36:58
Risna Valentina,"Terlalu cepat kehabisan energi alias borossss abissss Dan ngumpulin energi nya lama pake banget sampe berhari Ngabisin nya gak sampe 10 menit Game nya bagus, pengisi suara mantap Semua mantul Bikin penasaran Tapi harapannya semoga energi nya jgn boros banget",5,2021-06-27 17:54:36
Jean Winokan,Ok,5,2021-06-27 15:38:03
Loisya Febrike,Gamenya sangat menarik dan teka teki-nya sungguh meyenangkan dan tidak mudah membuat kita bosan,5,2021-06-27 13:34:03
Rahminatul Putri,Gimana sih cara mainnya semuanya kekunci ada yang kebuka cuman disuruh nonton video habis itu kembali lagi,2,2021-06-27 11:15:18
Ariena Azzarine,Gamenya bagus! Tapi Energinya cepet habis+ susah penuh.,4,2021-06-27 11:13:44
firman tri,"Server not responding, please try again in 15 minute Ps.. One week ago",2,2021-06-27 08:46:31
Irawan,Lama energinya.,1,2021-06-27 02:03:43
hiskia ahmad,Good..tp masih lihat dlu..,3,2021-06-26 07:39:24
Sayed Muhammad,TOLONG PENGISI ENERGI NYA LEBIH DI CEPATKAN,5,2021-06-26 06:35:35
Hendra Maulana,Mantap,5,2021-06-26 06:04:54
Luke Aprilya,Love it love it,5,2021-06-26 05:38:37
Busuwardi Mamahebring,Ok,4,2021-06-25 09:31:35
Andi Alfian Aqshal (PC),good for you,5,2021-06-25 03:40:21
Kireina Himawari,YOO! this games is legit guys. worth your time ! i bet you ! go download and play,5,2021-06-25 02:39:07
Dian Novi,Good,5,2021-06-25 01:24:09
Randy Setyaprana,Energy run out so fast,4,2021-06-24 16:32:05
Barry Kromo (BaRrY),need more energy,2,2021-06-24 05:03:49
Etin Nurliatin,Good game,5,2021-06-23 14:45:59
Sabiha Batubara,punya saya kok enggak bisa dibuka ya tolong di jawab,1,2021-06-23 10:11:46
Yemima Patay (Mima),"Gamenya seru, ini game terbaik. Gw nggak nyangka akan sebagus ini, apalagi gerak"" trus buat pake belajar inggris juga, this game verry good ❤",5,2021-06-23 08:01:33
erik Permana,"Nice game , tapi isi energy nya lama",5,2021-06-22 18:40:42
mayang mifta,"sebel banget lamaaa bgt energi nya ngisi, trus boros bgt energi baru main ga ada 5 menit udah habis energinya. padahal grafik dan games nya bagus dah lah",1,2021-06-22 16:47:20
Chairun Nisa,Gamenya seru sih... Tapi sayangnya energinya lama penuh... Klo bisa energinya dimudahin dapatnya...,4,2021-06-22 06:58:05
ZZ Argos,Game-nya keren!! Mantap!!,5,2021-06-22 01:43:52
Pumpkin Jr,beautiful ❤️❤️❤️,5,2021-06-21 14:00:46
abiepanca cakra,Bagusss,4,2021-06-21 11:28:21
tommy mone,Baru diinstal langsung nga bisa lepas.,5,2021-06-21 08:27:24
Christian Garry,Great job,5,2021-06-21 07:13:06
Derry Gilbert,"Gamenya bagus, grafiknya bagus 👍👍",5,2021-06-20 22:24:05
Umi Raziq,Goodgame...,5,2021-06-20 08:05:19
Andhie Nasra,Good game,5,2021-06-19 19:24:30
Atek Tea,Tolong utk pengisian energy agar lbh cepat...jgn 1 per 8 menit...kelamaan ngisi nya.. 1 per 2 menit aja...biar bs lbh panjang utk bermain nya...ng kelamaan...tolong bos dipercepat pengisian energy gratisnya..makasi,5,2021-06-19 03:35:31
Reny Arum,Game mantapppp... penuh teka teki.. harus teliti..,5,2021-06-18 17:56:19
Vara,"Anjirrrr bagus banget sumpah, karakternya gerak2, ada komik juga, teka teki nya juga lumayan, ga terlalu susah atau ga terlalu mudah, kalo ada yg nyari game santai tapi teka teki cocok banget loh, cuman sayangnya energinya boros banget, masa salah mencet barang dikurangin 5 energinya, udh barangnya mini mini lagi, itu aja sih sarannya",5,2021-06-18 12:15:27
Subchan Kurniawan,Saya suka game nya,5,2021-06-18 11:35:33
Naufal Adli Marvi,"Energi boros, recovery nya lama bet",1,2021-06-18 07:51:22
SAFIRA NURUL IKSAN,"Bagus, hanya saja untuk mengumpulkan energy nya terlalu lama",4,2021-06-17 02:57:28
Dita Firmanti,Good games but took many time for recharging the energy 😪,5,2021-06-17 02:44:02
ini_sial FS,Good,5,2021-06-17 01:17:39
Dede Hamzah,Nice,5,2021-06-16 20:07:29
muhammad akkal,Kekuatannya cepat habis,3,2021-06-16 02:25:05
Zaky Amir HY,"Nice,,.",4,2021-06-15 12:54:54
Sucia Resky,Nice,4,2021-06-15 10:58:41
Mochamad Afifuddin,A great game,5,2021-06-13 07:09:41
king geming,Bagus saya suka,5,2021-06-13 07:06:13
Fitri Hubu,Sangat bagus gamenya,5,2021-06-12 23:58:43
Ermansyah Saiman,Murder in alpens 2 belum ada yaa...???,5,2021-06-12 13:09:42
Monika Zen,need a new storyyyy,5,2021-06-11 23:12:40
cha ji won,Bagus bgt,5,2021-06-11 15:55:59
Neia Wan,"Game nya bagus, tapi energinya boros banget nunggu penuh energi butuh 2hari.. parah",3,2021-06-11 13:42:31
Ayun Zunaizah_Q,"Suka sih, bagus. cuman poinnya cepet habis. Jd harus nunggu atau beli",4,2021-06-11 05:02:35
Bobby Heryanto. K,👍👍👍,5,2021-06-10 15:11:21
andi etong,Great game,5,2021-06-10 14:08:23
nadyanad aesthetic,I love it ❤️,5,2021-06-09 12:32:01
Nilam A,"Bagus gamenya, tapi energinya boros banget baru 5 menit main langsung habis dan nunggunya lama😌 3/4⭐",3,2021-06-09 06:33:18
Dewi Kuntari,"Udh masuk chapter 2. Pas baru mulai, tiba2 blank gitu trus keluar sendiri. Udh coba uninstal dan instal lagi. Tapi ga ada perubahan Tolong diperbaharui, kalau msh blank juga ya tak uninstal saja.",2,2021-06-09 01:54:21
ariq dhiaulhaq,"Great game, i like it so much.... thou the energy is very slow",4,2021-06-08 17:12:46
Linda Wahid,"Gamenya menarik, karena baru main jadi tak enjoy dulu lah ya",4,2021-06-08 14:44:27
Arum Romadhani,"Gamenya bagus, semuanya mendukung mulai dari gambar hingga jalan ceritanya, top deh pokoknya!",5,2021-06-07 13:16:12
Nursri yyanda,Sangat keren dan tidak membosankan kan saya sangat suka game ini membuat kita penasaran ❤❤,5,2021-06-05 23:10:50
Agatha Keren,"This is the best game for playing like detective, and not only searching for lost things but also make me think",5,2021-06-04 14:14:47
Gendis&Rayi l,Cukup untuk berpikir like detektif...,5,2021-06-04 07:35:50
Hendy Booth,Bagus game nya .. cerita alurnya bagus,5,2021-06-04 07:05:58
Faannaannii,energy,1,2021-06-04 06:39:42
Sefrian Rahmanda,Game yang bagus dengan alur cerita menarik. Game betlokasi di hotel Munich. Suara karakter pas dengan suasana. Musik santai. Tapi kekurangannya energi yang dibutuhkan cukup boros. Padahal game misteri itu yang paling menyebalkan adalah menunggu.,4,2021-06-03 12:22:38
Hi Nana,Ini game yang paling aku suka..,5,2021-06-03 11:54:46
ALIMOESHA 14,Good,4,2021-06-03 08:06:07
Riska Aulia,saya suka game nya tapi energi nya cepet banget habis udah gitu game pay to win ini,3,2021-06-03 07:13:14
Rifki Fachrizal,"Energy cepat habis, dan tidak dijelaskan habisnya energy untuk apa saja. Dan recovery energy sangat lambat.",1,2021-06-03 02:47:46
Adithya Mirza,Game yg bagus dan jalan cerita nya menarik. Bahasa inggris nya mudah di pahami tapi lebih baik jika di tambahkan bahasa indonesia agar orang lain yang memainkan game ini bisa memahami. Dan di tambahkan jg energi nya dev boros banget. Makasih,5,2021-06-02 18:32:53
zakiyah ramadany,nice game,5,2021-06-01 13:43:45
Night shadow,"Good games, but took long enough to recharge the energy",5,2021-06-01 13:14:31
073_Zaidan Ahmad Aqilla,I like it,5,2021-06-01 11:52:13
Utami Dania,Seru bgt buat gabut,5,2021-06-01 10:02:19
Pengguna Google,"Tolong energinya di hemat lagi, please jalan cerita nya seru banget. Sumpah ini game keren.",5,2021-06-01 03:05:08
A ABYNTR,"This is a good game, but the energy is the problem:/",4,2021-05-31 18:06:55
Saut Cabe,Good,5,2021-05-30 16:26:06
Shinta Purnamasari,"Sangat menarik, jalan cerita, graphis gambar nya sangat bagus, hanya saja energi bar cepat habis, dan selalu lama saat mengisi energi bar nya .. Membuatnya sedikit kecewa. Tolong tingkatkan lagi ..",5,2021-05-30 07:23:02
maechael love,3 dolo yaaa,3,2021-05-30 02:16:13
Chairunnissa Icha,Great game,5,2021-05-29 13:33:06
NAY S,"This is amazing game,",5,2021-05-29 13:32:25
Rafi Rinaldi Ramadhan,"keren ibu, aku menjadi seperti detektif",5,2021-05-29 11:49:12
Varis Nova Riskila,"There is a bug. When I found a hidden object, but it can't found. So, please add a button to refresh from only that beginning hidden object level.",1,2021-05-28 09:09:34
Warna Merah,Yah Good,5,2021-05-28 07:37:34
christina wulandari,"energi boros, nambah energi lama. pdhl gamenya seru, mls bgt top up 200 energi cuma buat 1/8 scene aj",2,2021-05-28 05:51:51
RO_ BBY,Game keren.,5,2021-05-27 08:04:37
Wirra K-O,Cool,5,2021-05-27 06:17:48
Simple Face,Great,5,2021-05-27 02:57:35
Nurita Hasanah,"Gamenya seru bgt,sukaaa,tp sayangny energi tekor terus.pendapatan pelit,pengeluaranya borooosss bgt.semoga bisa dperbaiki,biar tambah seru pas maen gamenya",3,2021-05-26 11:21:02
Fahmi Taufiqul Hakim,"Grafik,art,dan story yg sangat bagus ditambah ada bantuan hint yang mempermudah permainannya jadi bisa menikmati alur gamenya",5,2021-05-26 08:56:32
Deny Gosal,Good,5,2021-05-26 07:36:22
Gerny Renaldi,Great,5,2021-05-26 06:48:39
Rasmiati Elias,"bagus bgt gamenya,teratur dan rapi..ad masalah tinggal email aj..🙂",5,2021-05-26 06:17:48
Firgi Chandy Nur Prillianisla,"Alur cerita yang seru dan membuat ingin bermain terus. Tapi di batasi dengan energi, dan energi gratisnya cuman dapet dikit☹️ kalo mau nambah energi gratis harus nunggu, dan kalo mau cepet ya bayar, tapi harga energinya mahal banget! Dan energinya juga cepet habis. Sedih banget cuman bisa main bentar doang terus nunggu biar energinya keisi lagi. Jadi ya bolak balik aplikasi terus. Gak betah lama lama main ini (karena harus nunggu energi keisi dan energinya cepet habis), padahal ceritanya bagus",3,2021-05-25 19:49:44
Ecaajaa,"Game bagus tapi sayang energi nya cepat habis, semoga mengisi energi nya bisa di percepat:(",3,2021-05-25 14:50:08
Mathilda Dhani,It's very good.. but the energy's ran out fast.. i hope the update go fast.,4,2021-05-24 17:18:27
Sendrina Iaqinta,Bagus sih tapi kok nge bug alkohol nya gak bisa di taro ?????,3,2021-05-23 02:57:30
Natasya Octavia,"Gamenya sangat bagus, plot sangat menarik dan grafiknya juga sangat mendukung, ditambah pengisi suara yang hebat.... Overall, this game is very good... Tapi ada satu masalah, energi di game ini cepet banget habisnya... Dan menunggu isi ulang energi sanpai penuh itu sangat lama... Tolong pihak developer untuk menambah fitur untuk mengisi ulang energi selain dengan cara membayar, seperti dengan video iklan, sekian Terima kasih :)",5,2021-05-23 02:52:33
Sandi Setiawan,Gamenya bagus. Hanya saja terlalu lama untuk isi ulang energinya.,3,2021-05-22 18:49:32
Annisa Mahmudah,Gamenya bagus tapi energinya cepet habis,2,2021-05-22 16:36:37
Putri Effendi,"The game is so great!! I proud it.. Btw, can you add indonesian langue in this game? Because im from indonesia. Tnks! Love so much! <3",5,2021-05-22 08:48:40
Renyta Ayu Putri,"Bagus banget gamenya, cerita, art, dan konsepnya. Kekurangannya energy sangat cepat habis, tetapi butuh waktu lama utk mengumpulkannya lagi. Jadi 5 menit main sudah habis, tetapi butuh 2 hari menunggu utk main 5 menit berikutnya. Mungkin bisa dipertimbangkan kembali utk developer agar energy tidak boros, dan waktu pengumpulan nya lebih cepat.",5,2021-05-22 01:30:19
Surya Sen,Gamenya bgs..tp sayang energy nya boros cepat habis..kelamaan nunggu jd bosen..,3,2021-05-21 18:22:09
majenoon,Seru,5,2021-05-21 12:35:56
Zahara Muharrami,"Baguss gamenya, animasinya menarik, sayangnya cuman di energynya. Lama banget buatt nungguin nambahnya hikss",4,2021-05-20 14:09:46
Azka 1503,"Ya gimana nyari nyawa kek nyari kepercayaan, syulit",3,2021-05-19 12:32:15
Fahmisahru Ramadhan,Energinya cepat banget habis payah,1,2021-05-18 21:14:46
Rikaspica08 88,"Gamenya bagus dalam alur serta desain gambarnya tapi seperti semua keluhan yang ada di rating memang energi di game ini cepet banget habisnya, seharian ditunggu ga penuh"".. tolong banget untuk energi kalau bisa dibuat daily login atau dipercepat, takutnya orang ada yang cpet bosan jd langsung di uninstall.. padahal sayang gamenya bagus. Makasih",3,2021-05-18 05:17:21
Cu Lukas,Blm bisa menilai karena baru main,2,2021-05-18 01:09:05
Eka Putri Ramadhani,"Game ini sangat bagus, bagi yg suka teka teki dan misteri tapiiii energinya lamaaaaaaaaa banget ngisinya Main ini 2 hari sekali saking lama nunggu energinya full, baru main 3 menitan udah abis",4,2021-05-17 17:43:02
Ilham Dangu Rianjaya,Gamenya asik.. top 👍👍,5,2021-05-17 11:44:55
Vinola Julianne,Game ini super duper keren!!!sebulan penuh akhirnya kelar semua episode.gara² harus extra sabar liat iklan terus biar dpt energy😁.ga sabar season berikutnya😖😖😖,5,2021-05-17 06:42:09
Ecy Siahaan,Keren tapi energi nya sangat lama terisi mohon diperbaiki sistur,5,2021-05-17 04:52:00
AnaStaSia,Suka gamenyaa sangat menghiburr,5,2021-05-16 14:03:53
Nur Ayisah,Game ya bagus banget suka pokoknya . cuman ngisi energi nya lumayan lama juga,5,2021-05-16 13:09:25
Rita Nurani,Game yang menarik sayang lama menunggu powernya naik,5,2021-05-16 01:06:09
Kuching.sniper,Dang amazing 🤯🥺 and beautiful,5,2021-05-15 19:45:07
iis Wahyuni,Game baguss dan seru tapi energi nya cepet habis,5,2021-05-15 14:07:58
luluk harum,Good game,5,2021-05-15 13:48:50
Wildan Firdaus_IF,Bagus banget gamenya tapi saran energi jangan cepet habis atau dalam pengisian ulang energi nya jangan terlalu lama 🙏,4,2021-05-15 09:29:13
Suri Satrisna,Love It!!!!,5,2021-05-15 02:24:50
Farah R,Good,5,2021-05-15 00:20:18
assassin Khattab,"game seru, cuma energinya yang buat gamenya gk seru,.terlampu sedikit",4,2021-05-14 17:14:42
Nur Salati ulfa,Mau lagi dak ada level lagi,5,2021-05-14 09:49:17
Refanda Aziz,Good game,5,2021-05-14 01:19:31
ANDTARA _ DHIK4,Nice game,4,2021-05-13 05:51:26
Habibah Fajri,Energi yg di pakai terlalu besar,5,2021-05-12 05:09:40
Nuri Nuri,Seru,5,2021-05-11 05:58:05
Aliya Raisa,"Game nya seru bgtt! Buat kalian yang suka puzzle, mystery dan semacamnya, coba deh download game ini. Pasti gk bakal nyesel! Minus nya cuma energy nya itu cepet abis, jadi sisanya ku serahkan kepada developer untuk lebih mengembangkan game ini biar lebih bagus dari yang sekarang ini. Kesimpulannya, game ini wajib bgt di download deh pokoknya!",5,2021-05-11 01:44:58
_ Awools,"Aku tidak tau mau nulis apa. Tapi, Aku cuma mau bilang game ini itu bagus.⭐⭐⭐⭐⭐",5,2021-05-11 00:47:33
yasuki nara,Nice gamesbut consume alot of energyq,5,2021-05-10 14:12:06
Adelia Amanda,"Buset, cepet amat abisnya energy nya.. Mana lama bener recharge nya. Masa seharian baru setengah doank keisinya. Ckckck sayang.. Padahal seru..",3,2021-05-10 13:37:34
alya yasmin,"Gamenya bagus, cuma energinya terlalu lama mengisinya. Dan tolong jangan bilang game offline kalau harus terhubung ke internet😑",3,2021-05-10 09:42:50
hidahauliya,"Beh, gamenya seru bat. Dari segi penggambaran karakter atau karakter itu sendiri semuanya bagus. Hanya saja energi pun cepat habis dan reload energinya perlu banyak waktu, apalagi kalau ingin mengisi full energi. Tapi rekomen si ni game buat yang suka mystery.",5,2021-05-10 06:41:22
Nelly Oktavianne,"Energi lama ngisinya, kalau harus beli energi ya sudah pasti gak banyak yg suka, kasih opsi lain sprti nonton video seprti game lainnya.",2,2021-05-10 04:09:07
Putra Winangun,Kenapa yah game seperti ini harus ada energynya padahal gamenya seru,3,2021-05-09 16:48:48
Emyu Lilo,Lumayan,5,2021-05-09 15:39:58
Fanny Siahaan,"Game seru, tapi energi terlalu cepat habis dan untuk pengisian fullnya butuh waktu terlalu lama",2,2021-05-09 14:50:15
Andi Agis,Energinya cepat habis,3,2021-05-09 11:10:45
Nur hanani,"Gamenya bagus,story nya juga seru. Cuma 1 masalahnya, energinya cepat habis dan butuh waktu lama buat penuhin energinya... buat main free to play jadi lama selesai 1 storynya",5,2021-05-08 17:51:13
Hadi Darianto,Good,5,2021-05-08 13:41:57
DNS A,"Seru, pengisian energy lama sekali",4,2021-05-07 15:41:33
Vina Fernandes,Good,5,2021-05-07 13:10:08
I Tube11,"It's a great game, tapi tolong untuk energi nya di perbaiki lagi karena terlalu cepat habiss....",4,2021-05-06 21:23:30
leonardo augustrie,Gamenya bagus seru tapi energy cepet abis dan pengisiaanya lama membuat males buat mainin lg,3,2021-05-06 15:33:19
Geo Gita,Game bagus cuma energi cepat habis,4,2021-05-06 15:31:16
daniel hannuar muliate,"Good game, sementara kasih bintang 4 dulu",4,2021-05-06 11:39:21
Harry Hilmansyah,Kenapa ya Part 1 Chapter 2 kok engga bisa di mainin. Padahal saya suka sekali sama game ini. Pas saya baru mulai Part 1 Chapter 2 layar Hijau semua lalu tiba tiba keluar sendiri. Mohon di perbaiki karena saya ingin mengikuti alur cerita nya. Terima kasih,1,2021-05-06 06:39:51
panca cantona,Mantab,5,2021-05-05 12:30:21
Air Water,"Gamenya bagus, tpi kepaksa uninstal karna energi nya boros dan ngisi nya lama. Tidak direkomendasikan untuk free player karna playtime game nya bener"" tipis",4,2021-05-05 04:46:09
planet pluto,Nice game,5,2021-05-04 11:04:06
Mellaty amrun,Ok,4,2021-05-04 09:00:28
An Nahar,"Gila, ini sih game pc nyusup ke android, bagus banget, kaya game berbayar di bigfish dengan point click, jadi gak pake dikejar waktu. Suka dengan gaya aksen suara karakter yang beda-beda. Aku jatuh cinta dengan Luigi 😂 apalagi pas ngomong Si Signore, pas manggil Anna, duh meleleh hati eneng suaranya itu loh kok uhh gitu dengernya 😍 wkwk",5,2021-05-04 01:16:12
Andre Yahya,Good,4,2021-05-03 02:17:26
Hans ID,Energy cepat habis.. dan juga sangat lama untuk mengisinya..,4,2021-05-03 01:49:07
steward aponno,Game ini sangat Bagus.,4,2021-05-02 08:23:55
Darmadi,👍,5,2021-05-02 06:30:57
Vannes Lauryn,Energinya terlalu cepat habis tudaj sampau 5 menit 150 energi sudah habis tapi visual gamenya bagus saya suka,1,2021-05-02 05:34:01
Raul S.b,Like,5,2021-05-01 17:02:42
Shelivia Nabila,"Like this, the game very kind and I'm happy play this game",5,2021-05-01 13:01:18
Daiki Arioka,It's makes a lot of time for energy to full again. Please make it faster,4,2021-05-01 04:13:27
Hasna Nuraini,goodddd,5,2021-05-01 01:02:41
Ary Fangestu,"Everything to do in this game using energy, seriously? And recharge time so long. 1 star for developer.",1,2021-04-30 05:06:17
Bagas Fikriadi,Sering gangguan,2,2021-04-29 10:29:21
Galih yudho Satrio,Good,5,2021-04-28 13:44:23
Satira Rafifah,Nice game ilove it,5,2021-04-28 11:06:32
Nur Rizky Apdaresena,"SERU GAMENYA, TAPI SUSAH BUAT DAPETIN ENERGY. LAMA BGTTTTT L. PLIS LAH ENERGINYA TOLONG DIPERCEPAT WAKTUNYA 😭😭😭😭😭 KALAU GINI KAN JADI MALAS MAINNYA",3,2021-04-28 10:38:27
Riva Aghitama,Lumayan menghibur,4,2021-04-28 00:30:11
Triana,"Very interesting game ever, I don't care about the energy, I still love this game so much",5,2021-04-27 17:08:18
Junaidi 990,Menarik untuk diikuti,5,2021-04-27 14:42:11
azmi narti,"Slalu bkin panasran tapi botos energi ,",3,2021-04-27 11:56:22
